sampleId,nFlies,gds
ExpEvo_PRJEB5713_CO_4_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_ContSys_1_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_ContSys_2_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_ContSys_3_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_ContSys_4_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_Control_1_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_Control_2_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_Control_3_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_Control_4_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_SIC_1_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_SIC_2_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_SIC_3_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_SIC_4_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_VSP_1_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_VSP_2_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_VSP_3_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_VSP_4_2014_MM_DD,NA,TRUE
ExpEvo_PRJEB5713_VirSys_1_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_VirSys_2_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_VirSys_3_2010-MM-DD,200,TRUE
ExpEvo_PRJEB5713_VirSys_4_2010-MM-DD,200,TRUE
ExpEvo_PRJNA170455_DMC1_1_1995_MM_DD,50,NA
ExpEvo_PRJNA170455_DMC1_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC1_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC1_4_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC2_1_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC2_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC2_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC2_4_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC3_1_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC3_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC3_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC3_4_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC4_1_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC4_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC4_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMC4_4_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS1_1_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS1_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS1_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS1_4_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS2_1_1995_MM_DD,50,NA
ExpEvo_PRJNA170455_DMS2_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS2_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS2_4_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS3_1_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS3_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS3_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS3_4_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS4_1_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS4_2_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS4_3_1995_MM_DD,50,TRUE
ExpEvo_PRJNA170455_DMS4_4_1995_MM_DD,50,NA
ExpEvo_PRJNA194129_BL_1_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_BL_2_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_BL_3_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_BL_4_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_BL_5_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_BL_6_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_BL_7_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HF1_1_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HF1_2_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HF1_3_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HF1_4_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HF2_1_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HS1_1_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HS1_2_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HS1_3_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_HS2_1_2010-06-DD,60,NA
ExpEvo_PRJNA194129_LS1_1_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_LS1_2_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_LS1_3_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_LS1_4_2010-06-DD,60,TRUE
ExpEvo_PRJNA194129_LS2_1_2010-06-DD,60,NA
ExpEvo_PRJNA285429_ACO1_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_ACO1_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_ACO_2_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_ACO_3_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_ACO_4_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_ACO_5_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_AO4_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_AO4_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_AO5_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_AO5_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_AO_1_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_AO_2_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_AO_3_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B1_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B1_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B2_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B2_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B3_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B3_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B4_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B4_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B5_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_B5_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO1_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO1_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO2_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO2_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO3_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO3_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO4_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO4_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO5_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_BO5_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_CO1_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_CO1_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_CO2_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_CO2_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_CO3_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_CO3_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_CO4_A_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_CO4_B_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_CO5_A_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_CO5_B_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_nCO1_A_1980--DD,NA,TRUE
ExpEvo_PRJNA285429_nCO1_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_nCO1_B_1980--DD,NA,TRUE
ExpEvo_PRJNA285429_nCO1_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_nCO2_A_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_nCO2_B_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_nCO3_A_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_nCO3_B_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_nCO4_A_1980--DD,NA,TRUE
ExpEvo_PRJNA285429_nCO4_A_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_nCO4_B_1980--DD,NA,TRUE
ExpEvo_PRJNA285429_nCO4_B_1980-MM-DD,1000,TRUE
ExpEvo_PRJNA285429_nCO5_A_1980--DD,1000,TRUE
ExpEvo_PRJNA285429_nCO5_B_1980--DD,1000,NA
ExpEvo_PRJNA315172_FA_1_1998-MM-DD,NA,TRUE
ExpEvo_PRJNA315172_FB_1_1998-MM-DD,NA,TRUE
ExpEvo_PRJNA315172_FC_1_1998-MM-DD,NA,TRUE
ExpEvo_PRJNA315172_F_1_1998--DD,NA,TRUE
ExpEvo_PRJNA315172_F_1_1998-MM-DD,100,TRUE
ExpEvo_PRJNA315172_F_2_1998--DD,NA,TRUE
ExpEvo_PRJNA315172_F_2_1998-MM-DD,100,TRUE
ExpEvo_PRJNA315172_F_3_1998--DD,NA,TRUE
ExpEvo_PRJNA315172_F_3_1998-MM-DD,100,TRUE
ExpEvo_PRJNA315172_SA_1_1998-MM-DD,NA,TRUE
ExpEvo_PRJNA315172_SB_1_1998-MM-DD,NA,TRUE
ExpEvo_PRJNA315172_SC_1_1998-MM-DD,NA,TRUE
ExpEvo_PRJNA315172_S_1_1998--DD,NA,TRUE
ExpEvo_PRJNA315172_S_1_2006-MM-DD,100,TRUE
ExpEvo_PRJNA315172_S_2_1998--DD,NA,TRUE
ExpEvo_PRJNA315172_S_2_1998-MM-DD,100,TRUE
ExpEvo_PRJNA315172_S_3_1998--DD,NA,TRUE
ExpEvo_PRJNA315172_S_3_1998-MM-DD,100,TRUE
ExpEvo_PRJNA657615_C17_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_C17_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_C17_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_C4_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_C4_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_C4_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H114_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H114_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H114_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H12_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H12_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H12_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H15_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H15_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H162_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H162_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H180_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H180_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H180_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H1_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H1_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H1_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H31_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H31_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H61_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H61_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H61_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H7_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H7_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H7_3_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_H_pop1_gen12_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop1_gen162_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop1_gen180_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop1_gen1_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop1_gen7_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop2_gen114_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop2_gen12_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop2_gen162_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop2_gen180_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop2_gen1_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop2_gen7_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop3_gen114_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop3_gen15_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop3_gen180_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop3_gen1_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_H_pop3_gen7_1999-10-01,NA,TRUE
ExpEvo_PRJNA657615_L117_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_L117_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_L149_1_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_L149_2_1999-10-DD,NA,TRUE
ExpEvo_PRJNA657615_L149_3_1999-10-DD,NA,TRUE
