sampleId,nFlies,gds
US_Vir_Cha_1_2016-07-08,36,TRUE
US_Vir_Cha_1_2016-07-22,22,TRUE
US_Vir_Cha_1_2016-08-19,23,TRUE
US_Vir_Cha_1_2016-09-02,146,TRUE
US_Vir_Cha_1_2016-09-16,113,TRUE
US_Vir_Cha_1_2016-10-03,40,TRUE
US_Vir_Cha_1_2016-10-14,150,TRUE
US_Vir_Cha_1_2016-10-28,118,TRUE
US_Vir_Cha_1_2016-11-11,86,TRUE
US_Vir_Cha_1_2016-12-03,70,TRUE
US_Vir_Cha_1_2017-06-22,39,TRUE
US_Vir_Cha_1_2017-07-07,45,TRUE
US_Vir_Cha_1_2017-07-20,69,TRUE
US_Vir_Cha_1_2017-08-03,29,TRUE
US_Vir_Cha_1_2017-08-17,32,TRUE
US_Vir_Cha_1_2017-08-31,87,TRUE
US_Vir_Cha_1_2017-09-14,92,TRUE
US_Vir_Cha_1_2017-09-28,136,TRUE
US_Vir_Cha_1_2017-10-12,107,TRUE
US_Vir_Cha_1_2017-10-26,120,TRUE
US_Vir_Cha_1_2017-11-09,122,TRUE
US_Vir_Cha_1_2017-11-24,21,TRUE
US_Vir_Cha_1_2017-12-07,24,TRUE
US_Vir_Cha_1_2018-06-28,10,TRUE
US_Vir_Cha_1_2018-07-05,26,TRUE
US_Vir_Cha_1_2018-07-12,58,TRUE
US_Vir_Cha_1_2018-07-26,70,TRUE
US_Vir_Cha_1_2018-08-09,84,TRUE
US_Vir_Cha_1_2018-08-23,69,TRUE
US_Vir_Cha_1_2018-09-06,60,TRUE
US_Vir_Cha_1_2018-09-20,77,TRUE
US_Vir_Cha_1_2018-10-04,108,TRUE
US_Vir_Cha_1_2018-10-18,136,TRUE
US_Vir_Cha_1_2018-10-25,122,TRUE
US_Vir_Cha_1_2018-11-01,103,TRUE
US_Vir_Cha_1_2018-11-29,16,TRUE
US_Vir_Cha_1_2019-06-18,40,TRUE
US_Vir_Cha_1_2019-08-14,30,TRUE
US_Vir_Cha_1_2019-09-06,40,TRUE
US_Vir_Cha_1_2020-07-03,40,TRUE
US_Vir_Cha_1_2020-08-21,23,TRUE
US_Vir_Cha_1_2020-09-30,27,TRUE
US_Vir_Cha_1_2021-10-15,40,TRUE
US_Was_Tac_1_2014-07-15,70,TRUE
US_Wis_Cro_1_2012-06-10,83,TRUE
US_Wis_Cro_1_2012-09-11,164,TRUE
US_Wis_Cro_1_2012-10-20,100,TRUE
US_Wis_Cro_1_2013-07-02,130,TRUE
US_Wis_Cro_1_2013-09-22,61,TRUE
US_Wis_Cro_1_2014-06-25,130,TRUE
US_Wis_Cro_1_2014-09-18,61,TRUE
ZA_Eas_Bar_1_2011-12-16,5,TRUE
ZA_Lim_Pha_1_2010-07-16,30,TRUE
ZA_Mpu_Dul_1_2011-12-16,76,TRUE
ZM_Sou_Sia_1_2010-07-16,196,TRUE
ZW_Mat_Vic_1_2001-07-16,9,TRUE
